Date,Source,Site ID,POC,Daily Mean PM10 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
5/26/2023,AQS,490353006,1,9,ug/m3 SC,8,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
5/27/2023,AQS,490353006,1,11,ug/m3 SC,10,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
5/28/2023,AQS,490353006,1,10,ug/m3 SC,9,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
5/29/2023,AQS,490353006,1,13,ug/m3 SC,12,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
5/30/2023,AQS,490353006,1,20,ug/m3 SC,19,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
5/31/2023,AQS,490353006,1,23,ug/m3 SC,21,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
6/1/2023,AQS,490353006,1,16,ug/m3 SC,15,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
6/2/2023,AQS,490353006,1,17,ug/m3 SC,16,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
6/3/2023,AQS,490353006,1,16,ug/m3 SC,15,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
6/4/2023,AQS,490353006,1,7,ug/m3 SC,6,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
6/5/2023,AQS,490353006,1,14,ug/m3 SC,13,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
6/6/2023,AQS,490353006,1,18,ug/m3 SC,17,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
6/7/2023,AQS,490353006,1,16,ug/m3 SC,15,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
6/8/2023,AQS,490353006,1,15,ug/m3 SC,14,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
6/9/2023,AQS,490353006,1,18,ug/m3 SC,17,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
6/10/2023,AQS,490353006,1,12,ug/m3 SC,11,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
6/11/2023,AQS,490353006,1,10,ug/m3 SC,9,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
6/12/2023,AQS,490353006,1,15,ug/m3 SC,14,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
6/13/2023,AQS,490353006,1,16,ug/m3 SC,15,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
6/14/2023,AQS,490353006,1,13,ug/m3 SC,12,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
6/15/2023,AQS,490353006,1,6,ug/m3 SC,6,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
6/16/2023,AQS,490353006,1,11,ug/m3 SC,10,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
6/17/2023,AQS,490353006,1,12,ug/m3 SC,11,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
6/18/2023,AQS,490353006,1,30,ug/m3 SC,28,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
6/19/2023,AQS,490353006,1,66,ug/m3 SC,56,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
6/20/2023,AQS,490353006,1,13,ug/m3 SC,12,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
6/21/2023,AQS,490353006,1,16,ug/m3 SC,15,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
6/22/2023,AQS,490353006,1,22,ug/m3 SC,20,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
6/23/2023,AQS,490353006,1,35,ug/m3 SC,32,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
6/24/2023,AQS,490353006,1,17,ug/m3 SC,16,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
6/25/2023,AQS,490353006,1,14,ug/m3 SC,13,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
6/26/2023,AQS,490353006,1,16,ug/m3 SC,15,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
6/27/2023,AQS,490353006,1,22,ug/m3 SC,20,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
6/28/2023,AQS,490353006,1,22,ug/m3 SC,20,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
6/29/2023,AQS,490353006,1,13,ug/m3 SC,12,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
6/30/2023,AQS,490353006,1,13,ug/m3 SC,12,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
7/1/2023,AQS,490353006,1,17,ug/m3 SC,16,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
7/2/2023,AQS,490353006,1,13,ug/m3 SC,12,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
7/3/2023,AQS,490353006,1,35,ug/m3 SC,32,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
7/4/2023,AQS,490353006,1,14,ug/m3 SC,13,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
7/5/2023,AQS,490353006,1,21,ug/m3 SC,19,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
7/6/2023,AQS,490353006,1,24,ug/m3 SC,22,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
7/7/2023,AQS,490353006,1,21,ug/m3 SC,19,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
7/8/2023,AQS,490353006,1,20,ug/m3 SC,19,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
7/9/2023,AQS,490353006,1,15,ug/m3 SC,14,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
7/10/2023,AQS,490353006,1,19,ug/m3 SC,18,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
7/11/2023,AQS,490353006,1,17,ug/m3 SC,16,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
7/12/2023,AQS,490353006,1,22,ug/m3 SC,20,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
7/13/2023,AQS,490353006,1,21,ug/m3 SC,19,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
7/14/2023,AQS,490353006,1,12,ug/m3 SC,11,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
7/15/2023,AQS,490353006,1,11,ug/m3 SC,10,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
7/16/2023,AQS,490353006,1,17,ug/m3 SC,16,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
7/17/2023,AQS,490353006,1,30,ug/m3 SC,28,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
7/18/2023,AQS,490353006,1,33,ug/m3 SC,31,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
7/19/2023,AQS,490353006,1,17,ug/m3 SC,16,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
7/20/2023,AQS,490353006,1,14,ug/m3 SC,13,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
7/21/2023,AQS,490353006,1,15,ug/m3 SC,14,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
7/22/2023,AQS,490353006,1,16,ug/m3 SC,15,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
7/27/2023,AQS,490353006,1,20,ug/m3 SC,19,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
7/28/2023,AQS,490353006,1,19,ug/m3 SC,18,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
7/29/2023,AQS,490353006,1,23,ug/m3 SC,21,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
7/30/2023,AQS,490353006,1,23,ug/m3 SC,21,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
7/31/2023,AQS,490353006,1,27,ug/m3 SC,25,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
8/4/2023,AQS,490353006,1,11,ug/m3 SC,10,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
8/5/2023,AQS,490353006,1,11,ug/m3 SC,10,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
8/10/2023,AQS,490353006,1,21,ug/m3 SC,19,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
8/11/2023,AQS,490353006,1,23,ug/m3 SC,21,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
8/12/2023,AQS,490353006,1,11,ug/m3 SC,10,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
8/13/2023,AQS,490353006,1,12,ug/m3 SC,11,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
8/14/2023,AQS,490353006,1,36,ug/m3 SC,33,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
8/15/2023,AQS,490353006,1,28,ug/m3 SC,26,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
8/16/2023,AQS,490353006,1,17,ug/m3 SC,16,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
8/17/2023,AQS,490353006,1,27,ug/m3 SC,25,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
8/18/2023,AQS,490353006,1,15,ug/m3 SC,14,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
8/19/2023,AQS,490353006,1,11,ug/m3 SC,10,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
8/20/2023,AQS,490353006,1,9,ug/m3 SC,8,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
8/21/2023,AQS,490353006,1,14,ug/m3 SC,13,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
8/22/2023,AQS,490353006,1,10,ug/m3 SC,9,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
8/23/2023,AQS,490353006,1,15,ug/m3 SC,14,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
8/24/2023,AQS,490353006,1,14,ug/m3 SC,13,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
8/25/2023,AQS,490353006,1,12,ug/m3 SC,11,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
8/26/2023,AQS,490353006,1,11,ug/m3 SC,10,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
8/27/2023,AQS,490353006,1,11,ug/m3 SC,10,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
8/28/2023,AQS,490353006,1,18,ug/m3 SC,17,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
8/29/2023,AQS,490353006,1,19,ug/m3 SC,18,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
8/30/2023,AQS,490353006,1,43,ug/m3 SC,40,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
8/31/2023,AQS,490353006,1,35,ug/m3 SC,32,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/1/2023,AQS,490353006,1,24,ug/m3 SC,22,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/2/2023,AQS,490353006,1,7,ug/m3 SC,6,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/3/2023,AQS,490353006,1,19,ug/m3 SC,18,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/4/2023,AQS,490353006,1,5,ug/m3 SC,5,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/5/2023,AQS,490353006,1,14,ug/m3 SC,13,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/6/2023,AQS,490353006,1,18,ug/m3 SC,17,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/7/2023,AQS,490353006,1,15,ug/m3 SC,14,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/8/2023,AQS,490353006,1,14,ug/m3 SC,13,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/9/2023,AQS,490353006,1,16,ug/m3 SC,15,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/10/2023,AQS,490353006,1,11,ug/m3 SC,10,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/11/2023,AQS,490353006,1,14,ug/m3 SC,13,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/12/2023,AQS,490353006,1,20,ug/m3 SC,19,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/13/2023,AQS,490353006,1,18,ug/m3 SC,17,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/15/2023,AQS,490353006,1,12,ug/m3 SC,11,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/16/2023,AQS,490353006,1,14,ug/m3 SC,13,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/17/2023,AQS,490353006,1,13,ug/m3 SC,12,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/18/2023,AQS,490353006,1,15,ug/m3 SC,14,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/19/2023,AQS,490353006,1,25,ug/m3 SC,23,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/20/2023,AQS,490353006,1,18,ug/m3 SC,17,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/21/2023,AQS,490353006,1,15,ug/m3 SC,14,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/22/2023,AQS,490353006,1,9,ug/m3 SC,8,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/23/2023,AQS,490353006,1,9,ug/m3 SC,8,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/24/2023,AQS,490353006,1,14,ug/m3 SC,13,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/25/2023,AQS,490353006,1,16,ug/m3 SC,15,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/26/2023,AQS,490353006,1,20,ug/m3 SC,19,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/27/2023,AQS,490353006,1,20,ug/m3 SC,19,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/28/2023,AQS,490353006,1,22,ug/m3 SC,20,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/29/2023,AQS,490353006,1,27,ug/m3 SC,25,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/30/2023,AQS,490353006,1,24,ug/m3 SC,22,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/1/2023,AQS,490353006,1,7,ug/m3 SC,6,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/2/2023,AQS,490353006,1,6,ug/m3 SC,6,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/3/2023,AQS,490353006,1,8,ug/m3 SC,7,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/4/2023,AQS,490353006,1,6,ug/m3 SC,6,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/5/2023,AQS,490353006,1,12,ug/m3 SC,11,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/6/2023,AQS,490353006,1,19,ug/m3 SC,18,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/7/2023,AQS,490353006,1,15,ug/m3 SC,14,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/8/2023,AQS,490353006,1,12,ug/m3 SC,11,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/9/2023,AQS,490353006,1,18,ug/m3 SC,17,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/10/2023,AQS,490353006,1,21,ug/m3 SC,19,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/11/2023,AQS,490353006,1,7,ug/m3 SC,6,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/12/2023,AQS,490353006,1,6,ug/m3 SC,6,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/13/2023,AQS,490353006,1,9,ug/m3 SC,8,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/14/2023,AQS,490353006,1,14,ug/m3 SC,13,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/15/2023,AQS,490353006,1,15,ug/m3 SC,14,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/16/2023,AQS,490353006,1,24,ug/m3 SC,22,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/17/2023,AQS,490353006,1,25,ug/m3 SC,23,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/18/2023,AQS,490353006,1,23,ug/m3 SC,21,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/19/2023,AQS,490353006,1,25,ug/m3 SC,23,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/20/2023,AQS,490353006,1,32,ug/m3 SC,30,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/21/2023,AQS,490353006,1,22,ug/m3 SC,20,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/22/2023,AQS,490353006,1,19,ug/m3 SC,18,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/23/2023,AQS,490353006,1,20,ug/m3 SC,19,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
